Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts
24K Magic,"NOW That's What I Call Music, Vol. 61",Bruno Mars,1/27/2017,1882,33.5,1425996809,995,505357,32,1917522970,10237469,,,,1676191851,2,,,,,,
Joy (In My Own Time) - Tribe Song,Joy (In My Own Time) [Tribe Song],DAMIEN,3/31/2023,1880,33.5,6300,10,398,3,371579831,300617,7,807,29251,45503399,,30,,,,,
PILLOWTALK,Mind Of Mine (Deluxe Edition),ZAYN,3/25/2016,1883,33.5,1320205697,124827,38410821,71,1389678876,10725384,184911,26228617,191249307,205101912,155,43881,26,,,,7226364
Enemy - Radio Edit,"NOW That's What I Call Music!, Vol. 82",Imagine Dragons,5/6/2022,1886,33.4,820953,204,16612,22,38888242,500894,,,,,,576584,,,,,
When It Comes To You,When It Comes To You,Fridayy,7/21/2023,1884,33.4,36398813,7606,12388422,62,51105810,440385,42585,3116540,30427598,166879315,17,65182,39,37401204,8950,3499801,1019440
Semangat Kerjanya Kawan,Semangat Kerjanya Kawan,Aldo Zee,9/19/2022,1891,33.4,32642,7,2063,1,50391,373,3622500,8929235,235913641,,,,,,,,
Libaas,Libaas,Kaka,11/19/2020,1889,33.4,76630812,8933,1073356,51,964253382,9620300,199165,7327817,99450429,865457,4,20,5,7,,,264288
OOOUUU,OOOUUU,Young M.A,5/20/2016,1888,33.4,316267018,68407,10932431,60,515355994,3980712,83370,35643009,286622729,2170348,165,7714,12,144019785,192642,109465969,2698587
Flooded The Face,Pink Tape,Lil Uzi Vert,6/30/2023,1885,33.4,125102655,54044,18974212,66,7154684,115132,6550,1263286,9831629,174647301,26,,1,502164,1157,,207467
"90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")90-90 Nabbe Nabbe (From ""Jatt Nuu Chudail Takri"")",Gippy Grewal,2/20/2024,1892,33.4,6576855,307,62869,,66986452,456000,128600,774,6127,33272955,1,91,,,,,43588
"Ranjithame (From ""Varisu"")Ranjithame (From ""Varisu"")",Thalapathy Vijay,11/5/2022,1890,33.4,123908201,6218,4505067,62,417372813,3801568,,,,70876135,1,,4,,,,62937
X SI VOLVEMOS,X SI VOLVEMOS,KAROL G,2/3/2023,1887,33.4,491242756,37814,18470152,75,80668854,1002368,37716,4293404,77308719,1693129,57,23639,32,28747940,3596,,734819
IT GIRL,IT GIRL,Aliyah's Interlude,9/30/2023,1894,33.3,118193328,26395,13098603,,16317704,394257,230472,100318030,736463674,,10,342,29,377548,4267,6417,669634
It's A Wrap - Sped Up,It's A Wrap,Mariah Carey,2/10/2023,1900,33.3,35004403,6013,1732149,51,,,2450912,309650224,2693255753,,4,29,8,92054,1102,,35868
Never Be Lonely,Never Be Lonely,Jax Jones,2/9/2024,1896,33.3,27715232,2834,16731190,,10646067,88249,,,,33280611,31,56755,50,222437,,293113,519975
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Greatest Hits,Pitbull,1/1/2009,1898,33.3,1164166623,262779,103712117,81,1332702041,6176607,142435,20425129,225165270,1458438173,120,348,19,595162539,451894,,16112049
SPIT IN MY FACE!,SPIT IN MY FACE! - Single,ThxSoMch,12/20/2022,1895,33.3,519330096,67639,18087902,74,255558,3748,,,,,26,2969,11,1778625,5601,,1841098
Iko Iko (My Bestie),Iko Iko (feat. Small Jam),Justin Wellington,6/3/2019,1901,33.3,314672402,85038,16060938,64,203831150,1327160,2909294,336713853,3345046787,8287270,72,212908,14,1970428,7154,649849,8651171
Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,1/26/2024,1902,33.3,21179750,3144,19059841,,7849267,75556,,,,58998674,44,81555,38,8608,10,,
Low Life,EVOL,Future,2/12/2016,1897,33.3,884825594,165579,32192169,72,838504706,3635933,14065,3965043,39734161,151660163,74,7064,14,410065915,91951,5228883,4453169
Oi Erro - Ao Vivo,Oi Erro (Ao Vivo),Simone Mendes,3/24/2023,1899,33.3,23883628,1390,2563092,51,341471782,1328954,,450726,5358634,1018907021,3,173,5,,,,7075
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1/19/2018,1893,33.3,1124147912,131363,33090658,65,705027078,3320463,718998,18900715,202227585,250146204,13,116212,52,3075862,3013,12018131,
Been Like This,Been Like This,Meghan Trainor,3/14/2024,1903,33.2,44441672,3110,21182930,24,6534998,164262,,7764642,95682600,186561065,33,38516,26,1310044,1685,,190730
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,1910,33.2,372248119,6868,1527625,,,,,,,,17,115236,9,,,,
Light It Up (feat. Nyla & Fuse ODG) [Remix],Peace Is The Mission,Major Lazer,5/29/2015,1907,33.2,1293191157,147868,30229579,72,606547382,4505365,5601,1739806,19401692,207022466,209,54267,15,115098360,25201,70181589,10975728
The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),SZA,12/15/2017,1909,33.2,463298197,63764,17642317,66,,,10092900,57608178,615951784,,69,5950,,1127864,9272,,1300812
Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,1904,33.2,534736940,54870,16605882,73,243635144,1460980,35000,53470902,327984369,20204348,11,1066,4,17997118,4174,,751985
Tutu,Tutu,Camilo,8/9/2019,1908,33.2,594224324,50354,18628100,61,903046839,6893168,691299,11745148,140587874,275575570,89,13563,32,24533016,20359,,1100391
Tadow,Tadow,Masego,10/6/2017,1911,33.2,475786302,169485,31599668,72,587498816,5883117,1017927,267389439,1965697775,15937686,62,3354,36,45202847,60956,,6595975
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,5/20/2022,1906,33.2,156975001,21559,5658951,68,96079749,597275,192794,29435568,313652545,328117737,,256048,,35986096,37567,1447109,
Honey Boy (feat. Nile Rodgers & Shenseea),Honey Boy (feat. Nile Rodgers & Shenseea) - Single,Purple Disco Machine,5/3/2024,1905,33.2,19468909,2924,43639283,73,1130001,20708,,,,777,38,13552,21,10518,15,,134063
Creeper Star,Creeper Star,Leo Walrus,11/29/2022,1915,33.1,,28,283,2,445360465,369291,1,25,541,,,12,,,,,
Ya Acabo,"DEV, Vol. 2",Marca MP,2/19/2021,1916,33.1,340744110,34114,13462017,65,616701633,3072699,148099,24444067,229127001,16616564,8,3944,9,79403159,20882,,1239032
Love You So,The King Khan & BBQ Show,The King Khan & BBQ Show,1/1/2005,1918,33.1,16326628,12434,3542140,44,7603329,122780,35323801,18422696340,214843956590,13579446,9,215,12,107438,,,632600
DOGTOOTH,DOGTOOTH,"Tyler, The Creator",3/27/2023,1914,33.1,141377619,54114,7207419,66,20493982,566751,2021,802527,4036849,29195879,23,49738,8,3088380,1985,,387490
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,11/12/2021,1912,33.1,842558786,55074,40675939,74,290178261,6813320,169911,110877621,743331968,25836314,86,1865,24,9689583,25854,,827246
"Srivalli (From ""Pushpa The Rise Part - 01"")Srivalli (From ""Pushpa The Rise Part - 01"")",Javed Ali,12/14/2021,1917,33.1,125396685,6443,2952745,55,672837687,6059733,,,,259045019,6,,2,,,,118884
Go Back (feat. Julia Church),Go Back (feat. Julia Church),John Summit,5/16/2024,1913,33.1,12724701,3327,49830444,72,,,,,,,15,1880,39,180837,132,279597,71800
Did It Again,Did It Again,Lil Tecca,7/24/2019,1923,33,440181206,87099,9847312,69,109575448,1082713,3157,795005,7112170,96353373,15,148,,22198717,31643,78581878,391268
"QUï¿½ï¿½TENME EL TELï¿½ï¿½FONO (feat. Yandel, Jay ",The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,3/28/2024,1919,33,39876490,5502,29909107,70,22359938,133504,,,,9505646,6,1304,19,320121,241,,328225
"Kalaastar (From ""Honey 3.0"")Kalaastar (From ""Honey 3.0"") - Single",Yo Yo Honey Singh,10/15/2023,1920,33,31193454,2610,1441921,,174795453,9673740,,,,,2,427,9,,,,64971
"Tshwala Bam (feat. S.N.E, EeQue)Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2/23/2024,1927,33,30674267,5326,8199508,68,52613580,674511,,64953911,934535152,26918523,29,2894,15,,,,
Firestone,Running Hits - 2015.02,Kygo,2/9/2015,1928,33,1106264600,144992,42832108,71,1040406066,4527957,19634,5987576,44057930,156656689,205,42861,31,110972879,328237,,17246943
Cheap Thrills,This Is Acting,Sia,1/29/2016,1924,33,699374947,88850,23034012,72,1299039980,8755006,1070394,403707523,6409931590,584819588,264,265852,11,,,,
GOSSIP (feat. Tom Morello),GOSSIP (feat. Tom Morello),Mï¿½ï¿½ne,1/13/2023,1925,33,239288183,42084,9541843,71,56033826,823483,274300,20568859,206096023,22318374,34,38434,20,2037712,2656,,1704066
Meridian,Meridian,Dave,8/24/2023,1921,33,81911061,28740,4403115,3,56777570,494663,43903,8852635,106000587,85442573,26,,20,,,798578,1019877
Ten by Ten,Lazy Mechanics,Carrier,2/24/2023,1929,33,2265,37,2401,1,374193651,1023665,,,,,,2,,,,,51
ıııııııııııı,ıııııııııııı,ANNA ASTI,7/14/2023,1922,33,17080355,5909,554886,53,203425864,773896,31300,2959139,33547289,435977933,17,1220,,,,,1065042
LOU LOU,LOU LOU - Single,Gabito Ballesteros,10/21/2023,1926,33,242519709,18760,16688762,,49878848,310358,48600,7116059,79422764,,10,1,9,2357958,1130,,329048
Dangerous Woman,Dangerous Woman,Ariana Grande,3/11/2016,1934,32.9,1120622892,104167,39070160,74,1005463648,10636477,1235857,67641088,533969522,175840192,90,25667,10,251664382,168447,,4234563
ON,MAP OF THE SOUL : 7,BTS,2/21/2020,1939,32.9,452491920,26714,19212443,64,945639729,27589023,216482,65951308,359662248,133249553,20,9325,13,2482890,34459,,1247966
Problem,The Edge (Mixed By G-Wizard & DJ Nino Brown),Ariana Grande,1/1/2014,1930,32.9,863631428,84796,36693869,70,1514451986,7876147,10083,14796760,108204850,534765125,113,48871,32,512871964,260096,,8231077
SUPERMODEL,SUPERMODEL,Mï¿½ï¿½ne,5/13/2022,1936,32.9,308183607,57988,30736731,64,29232672,460660,145290,31480770,401636873,65010,70,175801,32,20536894,2578,,2354432
Don't Call Me Up,Ivy To Roses (Mixtape),Mabel,1/18/2019,1935,32.9,1016283394,103794,41086368,68,460509010,3376276,37205,3774501,45585575,523334750,192,198355,31,61750382,29039,,9406511
Bodak Yellow,Bodak Yellow,Cardi B,6/16/2017,1932,32.9,894360950,99270,29301256,66,73078701,913440,2055066,42674347,324949762,2201124,247,65706,48,361926303,556695,,6520985
Latch,Settle,Disclosure,1/1/2013,1933,32.9,1017438306,174201,45341736,71,569083040,3417150,202721,80786067,568058521,162617345,219,25714,72,346547845,609122,43896113,15182802
Mourning,Mourning,Post Malone,5/19/2023,1938,32.9,160305133,35523,3552008,62,51153469,760977,7354,3026171,44574455,152388969,54,10192,9,49591623,4402,,437969
300 Noches,300 Noches,Belinda,4/25/2024,1937,32.9,51637997,2090,37145336,78,17476503,309492,,,,2635352,7,2208,16,12157,90,1427,131747
How Do You Sleep?,How Do You Sleep?,Sam Smith,7/19/2019,1931,32.9,972593978,84347,25942681,62,489662988,4540879,29484,5267198,36540464,615432219,130,125065,32,114575260,48374,842361,5795814
BAIXO,BAIXO,xxanteria,9/19/2023,1942,32.8,101938916,14123,13264777,,65544713,996619,385086,61673120,613007025,21795577,1,,,,,,436098
Asylum,Avana (Deluxe),Olivetheboy,3/1/2024,1940,32.8,4792243,518,3436044,64,3218219,32702,426600,5937072,67702628,,16,79,7,,,3489,480872
American Boy (No Rap Version),American Boy (Remixes 2024) - Single,Estelle,5/22/2024,1941,32.8,12102307,2,9001,,,,,,,,,,,,,,1123232
ceilings,five seconds flat,Lizzy McAlpine,4/8/2022,1944,32.8,540382129,67808,85710040,76,33922247,572580,681271,330884076,2631370364,237035026,76,24819,58,5849073,5565,3195140,1224138
Love On The Brain,ANTI (Deluxe),Rihanna,1/28/2016,1943,32.8,1480311407,162952,72991098,78,1013766482,4126099,324,755438,2054878,6397841,134,65711,46,,,,12739673
HIBIKI,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,1948,32.7,160821035,28905,14456501,,30126694,416875,,17020,185582,36717,11,1127,10,2188466,230,,141377
GATITAS SANDUNGUERAS VOL.1,GATITAS SANDUNGUERAS VOL.1,Alvaro Diaz,5/16/2024,1946,32.7,41517704,2895,85480305,79,2080156,61973,,,,,22,641,25,256755,49,39407,62200
Gangsta's Paradise,Gangsta's Paradise (25th Anniversary - Remastered),Coolio,9/25/2020,1945,32.7,1675750095,506,66189,25,,,,,,,97,,9,539169583,334159,,
Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,DRAM,4/6/2016,1947,32.7,849055927,131131,22922803,58,464235914,3109287,79224,41047197,214959368,243279146,132,1110,2,325862117,772283,,4186604
LOST!,"Right Place, Wrong Person",RM,5/24/2024,1958,32.6,31453044,763,32866636,80,8834117,1274824,,,,119265847,12,65,3,955083,13,,26633
Stay (with Alessia Cara),Stay,Zedd,2/23/2017,1949,32.6,1224136357,115858,34379868,70,545665182,3985831,284610,21865997,137040499,84724507,198,114985,29,365285435,150299,,8721927
YuNg BrAtZ,Revenge,XXXTENTACION,5/16/2017,1950,32.6,442472374,85567,16713395,68,99029913,1622141,469276,58969522,437018233,1895476,7,9,1,24600240,32645,128221222,1002168
"Saami Saami (From ""Pushpa The Rise Part - 01"")Saami Saami (From ""Pushpa The Rise Part - 01"")",Sunidhi Chauhan,12/13/2021,1957,32.6,50831625,3101,1472504,49,684136410,3996864,,,,326017670,,1833,1,,,,63424
Facas - Ao Vivo,Diego & Victor Hugo Ao Vivo Em Sï¿½ï¿½o Paulo Vo,Diego & Victor Hugo,8/4/2022,1954,32.6,278318,114,34185,17,526506814,2040196,9,3218,61675,2231104652,,27,,,,,
Thoda Thoda Pyaar,Thoda Thoda Pyaar,Stebin Ben,2/12/2021,1959,32.6,122853878,12736,2733790,,873576528,7386664,,,,158304094,1,418,,,,,348168
Black And Yellow,Black And Yellow,Wiz Khalifa,9/14/2010,1960,32.6,636986949,141343,32621464,69,1110450147,6467597,4371,347404,5188475,160510966,62,2912,2,380701728,1580301,,2807300
SKEU SKEU (SPEED UP),SKEU SKEU (SPEED UP) (feat. Wilsko & 7ia) - Single,Jogga,9/20/2023,1956,32.6,18794730,5074,442006,,36216795,317463,921000,75074468,831341566,55373937,1,639,,,,,335476
Sahara,Sahara,Hensonn,11/16/2021,1953,32.6,274961162,80300,27332775,67,196021271,2844570,506126,381369913,4719697686,4466903,18,707,6,,,,2819281
"Leke Prabhu Ka Naam (From ""Tiger 3"")Leke Prabhu Ka Naam (From ""Tiger 3"")",Pritam,10/23/2023,1952,32.6,31783195,1189,1483697,,172518289,1926806,,,,87239915,3,600,12,404,,,41934
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2/8/2024,1955,32.6,89513100,132,63750,,,,,,,,30,78325,,,,,
The Search,The Search,NF,5/30/2019,1951,32.6,582823215,115214,15719606,69,362990075,5824758,250470,44853064,394839659,26175375,11,79,3,59968286,68918,19353209,3986033
Save Me (with Lainey Wilson),Whitsitt Chapel,Jelly Roll,6/2/2023,1972,32.5,,,,,,,,,,,25,261843,38,,,,1373958
Tacos Gucci,Tacos Gucci - Single,Anuel AA,2/15/2024,1970,32.5,31900914,4008,6510589,,61597694,410521,,,,654207667,7,2587,13,1326891,389,306036,80932
wiggy,wiggy,Young Miko,7/21/2023,1962,32.5,135841710,22636,7652807,61,53263040,755107,417900,106714247,1221296456,7015965,12,10927,39,868108,732,,404918
Nxde,I love,(G)I-DLE,10/17/2022,1969,32.5,242708368,24028,7729486,66,306925934,3817854,1937,4217193,28580589,190154577,12,3655,6,537228,1013,,452824
Vaina Loca,Vaina Loca,Ozuna,6/28/2018,1963,32.5,818413674,68379,22527293,68,1084871772,3856569,272598,6087146,66017796,355660176,38,14367,35,75922189,14002,,1916459
Street Runner,Street Runner,Rod Wave,3/10/2021,1961,32.5,163921357,36519,4018180,64,296510850,1746888,55925,13288490,64791187,273349430,22,3894,3,65254347,37085,31365926,806043
Pure Water (with Migos),Pure Water (with Migos),Mustard,1/16/2019,1971,32.5,726877512,145514,22684851,66,383840816,2770217,69287,15400639,126460343,30375764,69,1339,7,199864715,95893,,3804674
Ay Vamos,Superventas 2015,J Balvin,3/3/2014,1966,32.5,385438228,51062,16368668,68,2103164374,6262143,79200,6897061,55635484,271382865,54,10723,18,258667098,98630,,4433372
Samba de Malandro,Samba de Malandro,MC Paulin da Capital,3/14/2024,1967,32.5,44365910,3206,27886603,75,46212150,373922,,,,132492795,7,213,16,,,,81711
Entre las de 20,Entre las de 20,Bizarrap,4/2/2024,1968,32.5,100182006,4826,49679476,78,16163441,136282,,,,,15,23,10,48832,88,,164219
We Found Love,Talk That Talk (Explicit),Rihanna,1/1/2011,1965,32.5,1655539775,219739,111528796,79,1438850843,6775048,,141145,831485,188422282,318,192995,103,,,29410060,12779481
Barbie World (with Aqua) [From Barbie The Album],Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,6/22/2023,1964,32.5,470358238,7198,2204206,51,,,,,,,1,182333,,,,,
Shut up My Moms Calling,Shut up My Moms Calling - Single,Hotel Ugly,2/10/2020,1983,32.4,864865822,155446,25122611,82,119059085,1543311,391311,189326209,1722108635,4587987,3,1966,13,1293279,6227,5129020,1727338
Hell N Back,Hell N Back (Sped Up),Bakar,8/14/2019,1975,32.4,512194074,180810,58052469,71,31571952,420306,349376,182982444,1524936587,305486,63,103595,51,7113666,18149,10609400,2988493
Stand By Me (feat. Morgan Wallen),Almost Healed,Lil Durk,5/26/2023,1978,32.4,132870060,27561,8424250,69,27715495,361926,39700,4608976,62570724,174646320,36,7685,35,60540256,16095,3089208,393651
Wake Me Up (Remix),Dance Essentials 2,Nick White,4/1/2022,2192,32.4,2300429829,,,,,,,,,,,,,,,,
Yaad Piya Ki Aane Lagi,Yaad Piya Ki Aane Lagi,Neha Kakkar,11/16/2019,1976,32.4,86910140,8749,2989865,56,626799451,4573766,4178400,44359897,569000341,73990282,5,624,7,,,,202049
A-O-K,A-O-K,Tai Verdes,5/6/2021,1982,32.4,389915082,101681,12962599,66,12456282,162382,787994,412779417,3623326028,26683,57,67375,22,106214243,30063,,1518022
Shotgun,Staying at Tamara's,George Ezra,3/23/2018,1980,32.4,930662973,130768,32965801,71,473069489,2566614,217933,11966552,114370699,78973996,142,141179,36,84992691,124278,1225367,7331922
Kiss Me,Songs of Sonder,Dermot Kennedy,9/2/2022,1973,32.4,149237160,22036,6228907,65,60539963,307422,40847,3087705,52556917,1935086543,39,262744,20,87697,147,,2868389
COCO LOCO,COCO LOCO - Single,Maluma,6/8/2023,1977,32.4,173609862,23712,20427970,63,74811822,363158,,,,86683187,53,54083,45,9667856,1396,,849055
Sunny Day,Sunny Day,Matteo Rossanese,5/28/2021,1974,32.4,5936,57,785,,,,5914142,1502758681,14730433978,,,,,,,,122323
"High Rated Gabru (From ""High Rated Gabru"")",High Rated Gabru,Guru Randhawa,7/4/2017,1981,32.4,37248788,8023,1580067,50,1900711176,10412989,,,,170150228,14,54,2,,,,276435
"I spoke to the devil in miami, he said everything would be fine",LOOK AT ME: THE ALBUM,XXXTENTACION,6/10/2022,1979,32.4,42993944,14476,4616378,58,7064950,182381,813,579314,6574386,197936,,,,13068280,13415,45955540,363684
Goosebumps,Goosebumps,HVME,6/12/2020,1999,32.3,495274429,128838,28968321,63,78671735,609580,94400,23269837,354473655,92853363,120,80857,10,143877755,33339,6654386,2916022
Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Tï¿½ï¿½ï¿½t Bï¿½ï¿½n,Hana Cï¿½ï¿½ï¿½m,1/3/2023,1994,32.3,558538,63,2483,30,42031,71,2800023,27762133,557643224,,,,,,,,
Aigiri Nandini,Numinosum,Nagavalli,2/10/2023,1998,32.3,,5,4173,,392842852,1919579,,,,796,,1,,,,,7
Rolex,Rolex,Ayo & Teo,3/15/2017,1996,32.3,491634627,75806,13437276,62,188680059,1804608,9112818,78533802,541006747,451705,44,1858,2,,,,4960587
on one tonight,One of Wun,Gunna,5/10/2024,1986,32.3,28658023,4184,26150391,77,3724826,56851,,,,381728,,1,,,,,
You & Me - Rivo Remix,You & Me (Rivo Remix),Disclosure,12/22/2023,1995,32.3,76959761,18706,48962409,76,,,,,,,33,9669,24,511492,100,532586,958396
Whiskey On You,Whiskey On You - Single,Nate Smith,5/6/2022,1985,32.3,193854805,33972,7580172,68,24154881,173205,57547,3681829,35905755,,25,238344,19,125797090,5528,,466888
Nostï¿½ï¿½l,Nostï¿½ï¿½lgico - Si,Rvssian,9/8/2021,1992,32.3,503972431,90920,21683459,68,169044079,1342959,282700,63965739,544513130,15679692,77,25766,31,7843225,3549,,2021548
NO,NO,Meghan Trainor,3/4/2016,1988,32.3,614050155,70723,23190101,69,787010459,6661292,4283762,326320402,3071891173,227450378,78,3488,16,178209474,158859,,8410179
HP,HP,Maluma,3/1/2019,1997,32.3,614313540,55782,18750996,64,978997170,4042367,55400,6033109,48469382,214374413,59,10446,31,97555044,19082,,1887065
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),A$AP Rocky,8/18/2023,2000,32.3,190634973,37824,13018777,79,12371887,154516,,,,,3,81,,254259,2120,,356345
I'm a Mess,I'm a Mess,Bebe Rexha,6/15/2018,1987,32.3,671869078,64411,10816170,65,686180183,6533684,2114156,21963781,184425042,464557294,5,35003,17,161878295,106663,,
Un Ratito,Un Verano Sin Ti,Bad Bunny,5/6/2022,1990,32.3,500671737,57541,10245525,70,204437602,1398859,17700,8267001,66367676,20223201,12,2271,1,29494305,3482,,796992
Mamaw's House,Mamaw's House,Thomas Rhett,9/28/2023,1991,32.3,57956846,10382,8944865,,,,,60759,525525,,16,115837,23,18146742,2716,486985,230880
Sezen Aksu,#1 - EP,Lvbel C5,4/12/2024,1993,32.3,46650884,2613,5693826,75,23179014,100874,,,,,8,412,,,,,265109
